Formula,m/z
Cu1O4N10C3H4,306.97415
Cu2O8N2C2H2,307.83362
Cu2O5N3C5,307.84644
Cu2O7N4C1H2,307.84644
Cu2O8N1C3H4,307.84644
Cu2O3N7C3,307.86743
Cu2O4N4C5H2,307.86743
Cu2O7N3C2H4,307.86743
Cu1O8N4C5H1,307.90512
Cu1O11N3C2H3,307.90512
Cu2O1N10C2H2,307.90512
Cu2O2N7C4H4,307.90512
Cu1O6N8C3H1,307.92569
Cu1O7N5C5H3,307.92569
Cu1O10N4C2H5,307.92569
Cu1O6N8C3H1,307.93057
Cu1O7N5C5H3,307.93057
Cu1O10N4C2H5,307.93057
Cu1O5N9C3H3,307.96021
Cu1O6N6C5H5,307.96021
Cu1O5N8C4H5,307.96967
Cu2O9N1C2H1,308.82523
Cu2O4N5C4H1,308.85522
Cu2O5N3C5H1,308.85522
Cu2O7N4C1H3,308.85522
Cu2O8N1C3H5,308.85522
Cu1O12N3C1,308.87814
Cu2O2N9C2H1,308.87814
Cu2O3N7C3H1,308.87814
Cu2O4N4C5H3,308.87814
Cu2O6N5C1H5,308.87814
Cu1O12N3C1,308.88095
Cu2O2N9C2H1,308.88095
Cu2O3N6C4H3,308.88095
Cu2O6N5C1H5,308.88095
Cu1O12N3C1,308.88239
Cu2O2N9C2H1,308.88239
Cu2O3N6C4H3,308.88239
Cu2O6N5C1H5,308.88239
Cu1O8N5C4,308.9046
Cu1O11N4C1H2,308.9046
Cu1O12N1C3H4,308.9046
Cu2O1N10C2H3,308.9046
Cu2O2N7C4H5,308.9046
Cu1O8N5C4,308.90695
Cu1O11N3C2H4,308.90695
Cu1O12N1C3H4,308.90695
Cu2O1N10C2H3,308.90695
Cu2O2N7C4H5,308.90695
Cu1O6N8C3H2,308.93945
Cu1O7N5C5H4,308.93945
Cu1O5N9C3H4,308.96469
Cu2O9N2C1,309.82047
Cu2O9N2C1,309.82349
Cu2O6N2C5,309.83746
Cu2O8N3C1H2,309.83746
Cu2O4N6C3,309.85753
Cu2O5N3C5H2,309.85753
Cu2O8N2C2H4,309.85753
Cu1O13N1C2H1,309.87128
Cu2O3N8C2,309.87128
Cu2O4N5C4H2,309.87128
Cu2O7N4C1H4,309.87128
Cu1O9N3C5H1,309.89842
Cu1O12N2C2H3,309.89842
Cu2O2N8C3H4,309.89842
Cu2O3N6C4H4,309.89842
Cu2O9N2C1H1,310.82031
Cu2O6N2C5H1,310.84451
Cu2O8N3C1H3,310.84451
Cu2O9N1C2H3,310.84451
Cu1O9N4C4,310.89301
Cu1O12N3C1H2,310.89301
Cu2O2N9C2H3,310.89301
Cu2O3N7C3H3,310.89301
Cu2O4N4C5H5,310.89301
Cu1O9N4C4,310.89532
Cu1O12N3C1H2,310.89532
Cu2O2N9C2H3,310.89532
Cu2O3N6C4H5,310.89532
Cu2O4N4C5H5,310.89532
Cu1O7N8C2,310.92075
Cu1O8N5C4H2,310.92075
Cu1O11N4C1H4,310.92075
Cu2O1N10C2H5,310.92075
Cu1O6N10C1,310.92984
Cu1O7N7C3H2,310.92984
Cu1O8N4C5H4,310.92984
Cu1O3N10C5,310.93777
Cu1O6N9C2H2,310.93777
Cu1O7N6C4H4,310.93777
Cu1O3N10C5,310.94107
Cu1O6N9C2H2,310.94107
Cu1O7N6C4H4,310.94107
Cu1O3N10C5,310.94836
Cu1O6N8C3H4,310.94836
Cu1O7N6C4H4,310.94836
Cu2O10N1C1,311.81415
Cu2O7N1C5,311.82866
Cu2O9N2C1H2,311.82866
Cu2O7N1C5,311.8298
Cu2O9N2C1H2,311.8298
Cu1O7N8C2H1,311.91974
Cu1O8N6C3H1,311.91974
Cu1O9N3C5H3,311.91974
Cu1O11N4C1H5,311.91974
Cu1O7N8C2H1,311.92758
Cu1O8N5C4H3,311.92758
Cu1O11N4C1H5,311.92758
Cu1O5N10C2H5,311.97266
Cu2O10N1C1H1,312.81476
Cu2O7N2C4,313.82956
Cu2O10N1C1H2,313.82956
Cu2O7N2C4,313.83176
Cu2O10N1C1H2,313.83176
Cu2O5N6C2,313.84811
Cu2O6N3C4H2,313.84811
Cu2O9N2C1H4,313.84811
Cu2O5N6C2,313.85181
Cu2O6N3C4H2,313.85181
Cu2O9N2C1H4,313.85181
Cu1O10N3C4H1,313.89343
Cu1O13N2C1H3,313.89343
Cu2O3N8C2H4,313.89343
Cu2O4N6C3H4,313.89343
Cu1O10N3C4H1,313.8989
Cu1O13N1C2H5,313.8989
Cu2O3N8C2H4,313.8989
Cu1O9N5C3H1,313.90909
Cu1O10N2C5H3,313.90909
Cu1O13N1C2H5,313.90909
Cu2O2N10C1H4,313.90909
Cu1O6N10C1H3,313.95499
Cu1O7N7C3H5,313.95499
Cu1O3N10C5H3,313.96359
Cu1O6N9C2H5,313.96359
Cu1O3N10C5H3,313.96994
Cu1O6N9C2H5,313.96994
Cu1O3N10C5H3,313.97113
Cu2O7N2C4H1,314.83542
Cu2O10N1C1H3,314.83542
Cu2O4N8C1H1,314.86453
Cu2O5N6C2H1,314.86453
Cu2O6N3C4H3,314.86453
Cu1O11N2C4,314.87711
Cu1O14N1C1H2,314.87711
Cu2O4N7C2H3,314.87711
Cu2O5N5C3H3,314.87711
Cu2O6N2C5H5,314.87711
Cu1O9N6C2,314.90042
Cu1O10N3C4H2,314.90042
Cu1O13N2C1H4,314.90042
Cu2O3N8C2H5,314.90042
Cu2O4N6C3H5,314.90042
Cu1O8N7C2H2,314.91898
Cu1O9N5C3H2,314.91898
Cu1O10N2C5H4,314.91898
Cu2O2N10C1H5,314.91898
Cu1O5N8C5,314.93075
Cu1O7N9C1H2,314.93075
Cu1O8N7C2H2,314.93075
Cu1O9N4C4H4,314.93075
Cu1O4N9C5H2,314.95163
Cu1O7N8C2H4,314.95163
Cu1O3N10C5H4,314.97375
Cu1O3N10C5H4,314.97733
Cu1O3N10C5H4,314.97971
Cu1O3N10C5H4,314.98096
Cu1O11N2C4H1,315.89059
Cu2O1N8C5H2,315.89059
Cu2O4N7C2H4,315.89059
Cu1O4N10C4H1,315.94342
Cu1O7N9C1H3,315.94342
Cu1O8N6C3H5,315.94342
Cu1O6N10C1H5,315.97183
Cu2O6N5C2H1,316.84796
Cu2O7N2C4H3,316.84796
Cu2O10N1C1H5,316.84796
Cu1O12N1C4,316.87294
Cu2O2N7C5H1,316.87294
Cu2O5N6C2H3,316.87294
Cu2O6N3C4H5,316.87294
Cu1O10N5C2,316.8949
Cu1O11N2C4H2,316.8949
Cu1O14N1C1H4,316.8949
Cu2O1N8C5H3,316.8949
Cu2O4N7C2H5,316.8949
Cu1O9N7C1,316.90637
Cu1O10N4C3H2,316.90637
Cu1O11N1C5H4,316.90637
Cu2O1N8C5H3,316.90637
Cu2O3N9C1H5,316.90637
Cu1O5N9C4,316.92825
Cu1O8N8C1H2,316.92825
Cu1O9N5C3H4,316.92825
Cu1O5N8C5H2,316.94113
Cu1O8N7C2H4,316.94113
Cu1O4N10C4H2,316.9603
Cu1O6N7C5H1,317.92267
Cu1O9N6C2H3,317.92267
Cu1O10N3C4H5,317.92267
Cu1O6N7C5H1,317.92688
Cu1O9N6C2H3,317.92688
Cu1O10N3C4H5,317.92688
Cu1O6N7C5H1,317.92853
Cu1O9N6C2H3,317.92853
Cu1O10N3C4H5,317.92853
Cu1O4N10C4H3,317.96814
Cu2O8N2C3H1,318.83239
Cu2O3N6C5H1,318.86304
Cu2O6N5C2H3,318.86304
Cu2O7N2C4H5,318.86304
Cu1O11N4C2,318.87973
Cu1O12N2C3,318.87973
Cu2O2N8C4H1,318.87973
Cu2O5N7C1H3,318.87973
Cu2O6N4C3H5,318.87973
Cu1O5N9C4H2,318.95047
Cu1O4N10C4H4,318.96829
Cu1O4N10C4H4,318.97232
Cu2O7N5C1,319.83743
Cu2O8N2C3H2,319.83743
Cu1O5N8C5H5,319.96765
Cu1O4N10C4H5,319.9736
Cu2O7N5C1H1,320.84448
Cu2O8N2C3H3,320.84448
Cu1O12N3C2,320.87564
Cu2O3N7C4H1,320.87564
Cu2O6N6C1H3,320.87564
Cu2O7N3C3H5,320.87564
Cu1O8N5C5,320.90076
Cu1O11N4C2H2,320.90076
Cu1O12N1C4H4,320.90076
Cu2O2N8C4H3,320.90076
Cu1O5N9C4H4,320.96783
Cu2O4N6C4,321.85861
Cu2O7N5C1H2,321.85861
Cu2O8N2C3H4,321.85861
Cu1O12N3C2H1,321.88028
Cu2O2N10C2,321.88028
Cu2O3N7C4H2,321.88028
Cu2O6N6C1H4,321.88028
Cu1O7N7C4H1,321.92212
Cu1O10N6C1H3,321.92212
Cu1O11N3C3H5,321.92212
Cu1O5N10C3H3,321.95471
Cu1O6N7C5H5,321.95471
Cu1O5N10C3H3,321.95825
Cu1O6N7C5H5,321.95825
Cu1O9N4C5,322.89103
Cu1O12N3C2H2,322.89103
Cu2O2N10C2H1,322.89103
Cu2O3N7C4H3,322.89103
Cu2O6N6C1H5,322.89103
Cu1O8N6C4,322.90787
Cu1O11N5C1H2,322.90787
Cu1O12N2C3H4,322.90787
Cu2O2N8C4H5,322.90787
Cu1O6N10C2,322.92569
Cu1O7N7C4H2,322.92569
Cu1O10N6C1H4,322.92569
Cu2O1N10C3H5,322.92569
Cu1O6N10C2,322.93198
Cu1O7N7C4H2,322.93198
Cu1O10N6C1H4,322.93198
Cu1O5N10C3H4,322.96027
Cu1O6N8C4H4,322.96027
Cu2O9N3C1,323.82735
Cu2O3N9C2,323.86926
Cu2O4N6C4H2,323.86926
Cu2O7N5C1H4,323.86926
Cu1O12N4C1H1,323.88736
Cu1O13N1C3H3,323.88736
Cu2O3N8C3H2,323.88736
Cu2O4N5C5H4,323.88736
Cu1O6N10C2H1,323.94031
Cu1O7N7C4H3,323.94031
Cu1O10N6C1H5,323.94031
Cu1O6N8C4H5,323.95978
Cu1O6N8C4H5,323.96244
Cu1O5N10C3H5,323.97195
Cu2O10N1C2H1,324.81351
Cu1O9N5C4,324.90088
Cu1O12N4C1H2,324.90088
Cu1O13N1C3H4,324.90088
Cu2O2N10C2H3,324.90088
Cu2O3N7C4H5,324.90088
Cu1O7N9C2,324.91443
Cu1O8N7C3,324.91443
Cu1O9N4C5H2,324.91443
Cu1O11N5C1H4,324.91443
Cu1O12N3C2H4,324.91443
Cu2O2N9C3H5,324.91443
Cu1O14N1C2H1,325.86539
Cu2O4N8C2,325.86539
Cu2O5N5C4H2,325.86539
Cu2O8N4C1H4,325.86539
Cu2O10N2C1H1,326.82013
Cu1O11N2C5,326.87781
Cu1O14N1C2H2,326.87781
Cu2O3N10C1H1,326.87781
Cu2O4N7C3H3,326.87781
Cu2O5N4C5H5,326.87781
Cu2O5N5C4H3,326.87781
Cu1O8N8C2,326.91156
Cu1O9N5C4H2,326.91156
Cu1O12N4C1H4,326.91156
Cu2O2N10C2H5,326.91156
Cu2O3N8C3H5,326.91156
Cu1O7N10C1,326.92258
Cu1O8N7C3H2,326.92258
Cu1O9N4C5H4,326.92258
Cu2O2N10C2H5,326.92258
Cu2O7N3C4,327.83231
Cu2O10N2C1H2,327.83231
Cu1O10N4C4H1,327.89624
Cu1O13N3C1H3,327.89624
Cu2O3N9C2H4,327.89624
Cu2O4N7C3H4,327.89624
Cu1O9N6C3H1,327.90369
Cu1O10N4C4H1,327.90369
Cu1O13N2C2H5,327.90369
Cu2O3N9C2H4,327.90369
Cu1O9N6C3H1,327.91245
Cu1O10N3C5H3,327.91245
Cu1O12N4C1H5,327.91245
Cu1O13N2C2H5,327.91245
Cu1O7N8C3H5,327.95972
Cu1O15N1C1,328.86069
Cu2O5N7C2H1,328.86069
Cu2O6N4C4H3,328.86069
Cu2O9N3C1H5,328.86069
Cu2O5N7C2H1,328.8623
Cu2O6N4C4H3,328.8623
Cu2O9N3C1H5,328.8623
Cu1O12N1C5,328.87424
Cu1O14N2C1H2,328.87424
Cu2O4N9C1H1,328.87424
Cu2O5N6C3H3,328.87424
Cu2O6N3C5H5,328.87424
Cu1O11N3C4,328.88199
Cu1O14N2C1H2,328.88199
Cu2O1N9C5H1,328.88199
Cu2O4N8C2H3,328.88199
Cu2O5N5C4H5,328.88199
Cu2O6N3C5H5,328.88199
Cu1O8N9C1,328.92035
Cu1O9N6C3H2,328.92035
Cu1O10N3C5H4,328.92035
Cu1O8N8C2H2,328.92341
Cu1O9N5C4H4,328.92341
Cu1O10N3C5H4,328.92341
Cu1O4N10C5H2,328.95306
Cu1O7N9C2H4,328.95306
Cu2O8N2C4,329.82513
Cu2O11N1C1H2,329.82513
Cu2O7N4C3,329.82867
Cu2O8N2C4,329.82867
Cu1O12N1C5H1,329.8783
Cu2O1N10C4,329.8783
Cu2O2N8C5,329.8783
Cu2O4N9C1H2,329.8783
Cu2O5N6C3H4,329.8783
Cu1O8N8C2H3,329.93106
Cu1O9N5C4H5,329.93106
Cu1O9N6C3H3,329.93106
Cu1O10N3C5H5,329.93106
Cu1O5N9C5H1,329.93723
Cu1O8N8C2H3,329.93723
Cu1O9N5C4H5,329.93723
Cu1O4N10C5H3,329.95761
Cu1O7N9C2H5,329.95761
Cu1O4N10C5H3,329.95978
Cu1O7N9C2H5,329.95978
Cu2O11N1C1H3,330.82288
Cu1O16C1,330.84201
Cu2O7N4C3H1,330.84201
Cu2O8N1C5H3,330.84201
Cu1O16C1,330.85123
Cu2O6N6C2H1,330.85123
Cu2O7N3C4H3,330.85123
Cu2O10N2C1H5,330.85123
Cu2O5N8C1H1,330.86264
Cu2O6N5C3H3,330.86264
Cu2O7N2C5H5,330.86264
Cu1O11N4C3,330.88541
Cu1O12N1C5H2,330.88541
Cu2O1N10C4H1,330.88541
Cu2O2N8C5H1,330.88541
Cu2O4N9C1H3,330.88541
Cu2O5N6C3H5,330.88541
Cu2O6N4C4H5,330.88541
Cu1O5N9C5H2,330.94176
Cu1O8N8C2H4,330.94176
Cu1O5N9C5H2,330.94882
Cu1O7N10C1H4,330.94882
Cu1O8N8C2H4,330.94882
Cu1O4N10C5H4,330.965
Cu1O4N10C5H4,330.9764
Cu2O7N5C2,331.8392
Cu2O8N2C4H2,331.8392
Cu2O11N1C1H4,331.8392
Cu1O11N4C3H1,331.88791
Cu1O12N1C5H3,331.88791
Cu1O12N2C4H1,331.88791
Cu2O2N8C5H2,331.88791
Cu2O5N7C2H4,331.88791
Cu1O5N10C4H1,331.9447
Cu1O8N9C1H3,331.9447
Cu1O9N6C3H5,331.9447
Cu1O5N9C5H3,331.95361
Cu1O8N8C2H5,331.95361
Cu1O7N10C1H5,331.96695
Cu2O8N3C3H1,332.83691
Cu1O12N3C3,332.87692
Cu2O2N9C4H1,332.87692
Cu2O3N7C5H1,332.87692
Cu2O5N8C1H3,332.87692
Cu2O6N5C3H5,332.87692
Cu2O7N3C4H5,332.87692
Cu1O11N5C2,332.88956
Cu1O12N2C4H2,332.88956
Cu1O15N1C1H4,332.88956
Cu2O2N8C5H3,332.88956
Cu2O2N9C4H1,332.88956
Cu2O5N7C2H5,332.88956
Cu1O5N10C4H2,332.94391
Cu1O6N8C5H2,332.94391
Cu1O8N9C1H4,332.94391
Cu1O5N9C5H4,332.96338
Cu1O12N3C3H1,333.87781
Cu1O13N1C4H1,333.87781
Cu2O2N10C3,333.87781
Cu2O3N7C5H2,333.87781
Cu2O6N6C2H4,333.87781
Cu1O10N7C1H1,333.90436
Cu1O11N4C3H3,333.90436
Cu1O12N1C5H5,333.90436
Cu2O2N8C5H4,333.90436
Cu1O6N8C5H3,333.94742
Cu1O9N7C2H5,333.94742
Cu2O7N6C1H1,334.84955
Cu2O8N3C3H3,334.84955
Cu2O7N6C1H1,334.8522
Cu2O8N3C3H3,334.8522
Cu1O12N4C2,334.87986
Cu1O13N1C4H2,334.87986
Cu2O2N10C3H1,334.87986
Cu2O3N8C4H1,334.87986
Cu2O6N6C2H5,334.87986
Cu2O7N4C3H5,334.87986
Cu1O11N5C2H2,334.89828
Cu1O12N2C4H4,334.89828
Cu1O12N3C3H2,334.89828
Cu2O2N9C4H3,334.89828
Cu2O5N8C1H5,334.89828
Cu2O8N5C1,335.83057
Cu2O9N2C3H2,335.83057
Cu2O4N7C4,335.8544
Cu2O5N5C5,335.8544
Cu2O7N6C1H2,335.8544
Cu2O8N3C3H4,335.8544
Cu1O8N6C5H1,335.91849
Cu1O10N7C1H3,335.91849
Cu1O11N4C3H5,335.91849
Cu1O12N2C4H5,335.91849
Cu1O7N8C4H1,335.9277
Cu1O10N7C1H3,335.9277
Cu1O11N4C3H5,335.9277
Cu1O5N10C4H5,335.9744
Cu2O9N3C2H1,336.82422
Cu2O10N1C3H1,336.82422
Cu2O8N5C1H1,336.83411
Cu2O9N3C2H1,336.83411
Cu2O8N4C2H3,336.84662
Cu2O8N5C1H1,336.84662
Cu2O9N2C3H3,336.84662
Cu2O8N4C2H3,336.84866
Cu2O9N1C4H5,336.84866
Cu2O9N2C3H3,336.84866
Cu1O14N1C3,336.85641
Cu2O5N5C5H1,336.85641
Cu2O8N4C2H3,336.85641
Cu2O9N1C4H5,336.85641
Cu1O14N1C3,336.85918
Cu2O5N5C5H1,336.85918
Cu2O7N6C1H3,336.85918
Cu2O8N3C3H5,336.85918
Cu2O8N4C2H3,336.85918
Cu2O9N1C4H5,336.85918
Cu1O13N3C2,336.86824
Cu2O4N7C4H1,336.86824
Cu2O7N6C1H3,336.86824
Cu2O8N3C3H5,336.86824
Cu1O9N5C5,336.9009
Cu1O11N6C1H2,336.9009
Cu1O12N4C2H2,336.9009
Cu1O13N1C4H4,336.9009
Cu2O2N10C3H3,336.9009
Cu2O3N7C5H5,336.9009
Cu1O7N9C3,336.92404
Cu1O8N6C5H2,336.92404
Cu1O10N7C1H4,336.92404
Cu1O11N5C2H4,336.92404
Cu1O7N8C4H2,336.9372
Cu1O6N9C4H4,336.95258
Cu1O6N9C4H4,336.95654
Cu2O5N6C4,337.85147
Cu2O8N5C1H2,337.85147
Cu2O9N2C3H4,337.85147
Cu2O4N8C3,337.85851
Cu2O5N5C5H2,337.85851
Cu2O8N4C2H4,337.85851
Cu1O14N1C3H1,337.86615
Cu2O4N8C3,337.86615
Cu2O5N5C5H2,337.86615
Cu2O7N6C1H4,337.86615
Cu2O8N4C2H4,337.86615
Cu1O13N3C2H1,337.8826
Cu2O3N9C3H2,337.8826
Cu2O4N6C5H4,337.8826
Cu1O12N5C1H1,337.89487
Cu1O13N2C3H3,337.89487
Cu2O3N8C4H4,337.89487
Cu1O8N7C4H1,337.91071
Cu1O9N5C5H1,337.91071
Cu1O11N6C1H3,337.91071
Cu1O12N3C3H5,337.91071
Cu1O13N1C4H5,337.91071
Cu2O2N10C3H4,337.91071
Cu1O7N8C4H3,337.93597
Cu1O8N6C5H3,337.93597
Cu1O10N7C1H5,337.93597
Cu1O6N10C3H3,337.94775
Cu1O7N7C5H5,337.94775
Cu1O6N9C4H5,337.96304
Cu1O6N9C4H5,337.96451
Cu2O10N2C2H1,338.81958
Cu2O10N2C2H1,338.82388
Cu2O6N4C5H1,338.84257
Cu2O9N3C2H3,338.84257
Cu2O5N6C4H1,338.85487
Cu2O8N5C1H3,338.85487
Cu2O9N2C3H5,338.85487
Cu1O14N2C2,338.85684
Cu2O5N6C4H1,338.85684
Cu2O8N5C1H3,338.85684
Cu2O9N2C3H5,338.85684
Cu1O14N2C2,338.86324
Cu2O5N6C4H1,338.86324
Cu2O8N4C2H5,338.86324
Cu2O9N2C3H5,338.86324
Cu1O7N9C3H2,338.93365
Cu1O8N6C5H4,338.93365
Cu1O13N4C1H1,339.88699
Cu1O14N1C3H3,339.88699
Cu2O3N10C2H2,339.88699
Cu2O4N7C4H4,339.88699
Cu2O11N1C2H1,340.81421
Cu1O15N1C2,340.85052
Cu2O6N5C4H1,340.85052
Cu2O9N4C1H3,340.85052
Cu2O10N1C3H5,340.85052
Cu1O15N1C2,340.85446
Cu2O6N5C4H1,340.85446
Cu2O9N3C2H5,340.85446
Cu2O9N4C1H3,340.85446
Cu2O10N1C3H5,340.85446
Cu1O15N1C2,340.85748
Cu2O5N7C3H1,340.85748
Cu2O6N4C5H3,340.85748
Cu2O6N5C4H1,340.85748
Cu2O9N3C2H5,340.85748
Cu1O14N3C1,340.86765
Cu2O4N9C2H1,340.86765
Cu2O5N7C3H1,340.86765
Cu2O6N4C5H3,340.86765
Cu2O8N5C1H5,340.86765
Cu1O11N3C5,340.88394
Cu1O13N4C1H2,340.88394
Cu1O14N2C2H2,340.88394
Cu2O4N8C3H3,340.88394
Cu2O5N5C5H5,340.88394
Cu1O10N5C4,340.88678
Cu1O11N3C5,340.88678
Cu1O13N4C1H2,340.88678
Cu1O14N1C3H4,340.88678
Cu2O4N8C3H3,340.88678
Cu2O5N5C5H5,340.88678
Cu1O9N7C3,340.89874
Cu1O10N4C5H2,340.89874
Cu1O10N5C4,340.89874
Cu1O13N3C2H4,340.89874
Cu2O3N10C2H3,340.89874
Cu2O4N7C4H5,340.89874
Cu1O8N8C3H2,340.92175
Cu1O8N9C2,340.92175
Cu1O9N6C4H2,340.92175
Cu1O7N10C2H2,340.93942
Cu1O8N7C4H4,340.93942
Cu2O7N4C4,341.83401
Cu2O10N3C1H2,341.83401
Cu1O15N1C2H1,341.85999
Cu2O5N8C2,341.85999
Cu2O6N5C4H2,341.85999
Cu2O9N4C1H4,341.85999
Cu1O10N5C4H1,341.89722
Cu1O13N4C1H3,341.89722
Cu1O14N1C3H5,341.89722
Cu2O4N8C3H4,341.89722
Cu2O11N1C2H3,342.82306
Cu1O12N2C5,342.87543
Cu1O14N3C1H2,342.87543
Cu1O15N1C2H2,342.87543
Cu2O4N10C1H1,342.87543
Cu2O5N7C3H3,342.87543
Cu2O6N4C5H5,342.87543
Cu1O12N2C5,342.87692
Cu1O14N3C1H2,342.87692
Cu1O15N1C2H2,342.87692
Cu2O4N10C1H1,342.87692
Cu2O5N7C3H3,342.87692
Cu2O6N4C5H5,342.87692
Cu1O7N10C2H4,342.95667
Cu2O12N1C1,343.79337
Cu2O7N5C3,343.84027
Cu2O8N2C5H2,343.84027
Cu2O11N1C2H4,343.84027
Cu1O12N2C5H1,343.88425
Cu1O14N3C1H3,343.88425
Cu1O15N1C2H3,343.88425
Cu2O4N10C1H2,343.88425
Cu2O5N7C3H4,343.88425
Cu1O5N10C5H1,343.93515
Cu1O8N9C2H3,343.93515
Cu1O9N6C4H5,343.93515
Cu1O10N4C5H5,343.93515
Cu2O12N1C1H1,344.80447
Cu2O9N1C5H1,344.82001
Cu2O8N3C4H1,344.83545
Cu2O11N2C1H3,344.83545
Cu2O7N5C3H1,344.84133
Cu2O8N2C5H3,344.84133
Cu2O11N1C2H5,344.84133
Cu1O13N1C5,344.86465
Cu2O5N9C1H1,344.86465
Cu2O6N6C3H3,344.86465
Cu2O7N3C5H5,344.86465
Cu2O7N4C4H3,344.86465
Cu1O12N3C4,344.87298
Cu1O15N2C1H2,344.87298
Cu2O5N9C1H1,344.87298
Cu2O6N6C3H3,344.87298
Cu2O7N3C5H5,344.87298
Cu1O11N5C3,344.88156
Cu1O12N3C4,344.88156
Cu1O15N1C2H4,344.88156
Cu2O2N9C5H1,344.88156
Cu2O5N8C2H3,344.88156
Cu2O6N5C4H5,344.88156
Cu1O11N5C3,344.88425
Cu1O12N2C5H2,344.88425
Cu1O15N1C2H4,344.88425
Cu2O2N9C5H1,344.88425
Cu2O5N8C2H3,344.88425
Cu2O6N5C4H5,344.88425
Cu1O10N7C2,344.90298
Cu1O11N4C4H2,344.90298
Cu1O14N3C1H4,344.90298
Cu2O1N10C5H3,344.90298
Cu2O4N9C2H5,344.90298
Cu1O16N1C1H1,345.8512
Cu2O6N8C1,345.8512
Cu2O7N5C3H2,345.8512
Cu2O8N2C5H4,345.8512
Cu1O5N10C5H3,345.95926
Cu1O8N9C2H5,345.95926
Cu2O9N2C4H1,346.82944
Cu2O12N1C1H3,346.82944
Cu2O6N8C1H1,346.8566
Cu2O7N5C3H3,346.8566
Cu2O8N2C5H5,346.8566
Cu2O8N3C4H3,346.8566
Cu1O6N9C5H2,346.94119
Cu1O9N8C2H4,346.94119
Cu1O5N10C5H4,346.96582
Cu2O9N3C3,347.82578
Cu2O12N1C1H4,347.82578
Cu1O17C1H1,347.84379
Cu2O7N7C1,347.84379
Cu2O8N4C3H2,347.84379
Cu2O9N1C5H4,347.84379
Cu1O17C1H1,347.84772
Cu2O7N7C1,347.84772
Cu2O8N4C3H2,347.84772
Cu2O9N1C5H4,347.84772
Cu1O17C1H1,347.8501
Cu2O7N6C2H2,347.8501
Cu2O7N7C1,347.8501
Cu2O8N4C3H2,347.8501
Cu2O9N1C5H4,347.8501
Cu2O4N7C5,347.85971
Cu2O7N6C2H2,347.85971
Cu2O8N3C4H4,347.85971
Cu1O7N8C5H1,347.92178
Cu1O10N7C2H3,347.92178
Cu1O11N4C4H5,347.92178
Cu1O7N8C5H1,347.92337
Cu1O10N7C2H3,347.92337
Cu1O11N4C4H5,347.92337
Cu1O8N10C1H5,347.95859
Cu1O8N10C1H5,347.9599
Cu2O7N7C1H1,348.84601
Cu2O8N5C2H1,348.84601
Cu2O9N2C4H3,348.84601
Cu2O12N1C1H5,348.84601
Cu1O14N1C4,348.85977
Cu2O7N6C2H3,348.85977
Cu2O8N3C4H5,348.85977
Cu2O8N4C3H3,348.85977
Cu2O9N1C5H5,348.85977
Cu1O13N3C3,348.87299
Cu2O3N9C4H1,348.87299
Cu2O4N7C5H1,348.87299
Cu2O6N8C1H3,348.87299
Cu2O7N5C3H5,348.87299
Cu1O7N9C4,348.92407
Cu1O10N7C2H4,348.92407
Cu1O10N8C1H2,348.92407
Cu1O11N5C3H4,348.92407
Cu1O7N8C5H2,348.9353
Cu1O9N9C1H4,348.9353
Cu1O10N7C2H4,348.9353
Cu1O6N10C4H2,348.94299
Cu1O9N9C1H4,348.94299
Cu1O6N9C5H4,348.95468
Cu2O5N6C5,349.84634
Cu2O8N5C2H2,349.84634
Cu2O9N2C4H4,349.84634
Cu1O8N7C5H1,349.91238
Cu1O11N6C2H3,349.91238
Cu1O12N3C4H5,349.91238
Cu2O2N10C4H4,349.91238
Cu1O6N10C4H3,349.95474
Cu1O9N9C1H5,349.95474
Cu1O6N9C5H5,349.96799
Cu2O8N6C1H1,350.83948
Cu2O9N3C3H3,350.83948
Cu2O10N1C4H3,350.83948
Cu2O8N6C1H1,350.84824
Cu2O9N3C3H3,350.84824
Cu2O5N6C5H1,350.8526
Cu2O8N5C2H3,350.8526
Cu2O9N2C4H5,350.8526
Cu1O13N4C2,350.87454
Cu1O14N1C4H2,350.87454
Cu2O3N10C3H1,350.87454
Cu2O4N8C4H1,350.87454
Cu2O7N6C2H5,350.87454
Cu2O8N4C3H5,350.87454
Cu1O12N6C1,350.88654
Cu1O13N3C3H2,350.88654
Cu2O3N10C3H1,350.88654
Cu2O4N7C5H3,350.88654
Cu2O6N8C1H5,350.88654
Cu2O7N6C2H5,350.88654
Cu1O6N10C4H4,350.95822
Cu2O9N5C1,351.83093
Cu2O10N2C3H2,351.83093
Cu1O12N6C1H1,351.89365
Cu1O13N3C3H3,351.89365
Cu2O3N10C3H2,351.89365
Cu2O4N7C5H4,351.89365
Cu2O10N3C2H1,352.82409
Cu2O9N5C1H1,352.83295
Cu2O10N2C3H3,352.83295
Cu1O9N7C4,352.90329
Cu1O12N6C1H2,352.90329
Cu1O13N3C3H4,352.90329
Cu2O3N9C4H5,352.90329
Cu2O3N10C3H3,352.90329
Cu2O4N7C5H5,352.90329
Cu1O8N8C4H2,352.92123
Cu1O8N9C3,352.92123
Cu1O9N6C5H2,352.92123
Cu1O11N7C1H4,352.92123
Cu1O7N9C4H4,352.94904
Cu1O7N9C4H4,352.9541
Cu2O7N4C5,353.83807
Cu2O9N5C1H2,353.83807
Cu2O10N2C3H4,353.83807
