Formula,m/z
Cu1O5N1C4H8,212.97142
Cu1O1N1C9H13,214.03058
Cu1O1N2C8H12,215.02567
Cu1O1N1C9H14,215.03836
Cu1O2N1C8H11,216.0098
Cu1O1N3C7H11,216.02075
Cu1O1N2C8H13,216.03342
Cu1O1N2C8H13,216.03397
Cu1O1N4C6H10,217.01483
Cu1O2N1C8H12,217.01799
Cu1O1N3C7H12,217.02845
Cu1O1N5C5H9,218.01106
Cu1O2N2C7H11,218.01299
Cu1O2N1C8H13,218.02539
Cu1O1N3C7H13,218.03638
Cu1O3N1C7H10,218.99703
Cu1O2N3C6H10,219.00693
Cu1O1N5C5H10,219.0182
Cu1O1N4C6H12,219.03022
Cu1O2N1C8H14,219.03351
Cu1O1N3C7H14,219.04325
Cu1O1N2C8H16,219.0575
Cu1O1N1C9H18,219.06932
Cu1O1N1C9H18,219.06987
Cu1O2N5C4H7,219.99002
Cu1O2N5C4H7,219.99101
Cu1O3N2C6H9,219.99101
Cu1O2N4C5H9,220.00174
Cu1O2N2C7H13,220.02883
Cu1O2N1C8H15,220.03961
Cu1O2N1C8H15,220.04092
Cu1O3N4C4H6,220.97413
Cu1O3N4C4H6,220.97475
Cu1O4N1C6H8,220.97475
Cu1O2N4C5H10,221.00955
Cu1O2N4C5H10,221.01071
Cu1O3N1C7H12,221.01287
Cu1O2N3C6H12,221.02259
Cu1O2N3C6H12,221.02391
Cu1O2N1C8H16,221.04923
Cu1O3N3C5H9,221.99411
Cu1O3N2C6H11,222.00816
Cu1O3N1C7H13,222.01936
Cu1O3N1C7H13,222.02075
Cu1O4N3C4H6,222.9653
Cu1O4N1C6H10,222.99214
Cu1O3N3C5H10,223.00179
Cu1O3N3C5H10,223.00247
Cu1O3N1C7H14,223.02853
Cu1O5N2C4H5,223.94977
Cu1O4N2C5H9,223.98714
Cu1O4N1C6H11,223.99989
Cu1O4N4C3H6,224.96922
Cu1O5N1C5H8,224.97118
Cu1O4N2C5H10,224.99478
Cu1O4N1C6H12,225.00779
Cu1O5N3C3H6,226.9603
Cu1O5N2C4H8,226.9726
Cu1O5N1C5H10,226.98708
Cu1O1N1C10H15,228.04614
Cu1O1N1C10H16,229.05446
Cu1O1N3C8H13,230.03633
Cu1O1N3C8H13,230.03696
Cu1O1N4C7H12,231.0302
Cu1O2N1C9H14,231.0338
Cu1O1N3C8H14,231.04428
Cu1O1N1C10H18,231.06879
Cu1O1N5C6H11,232.02544
Cu1O1N5C6H11,232.02632
Cu1O1N5C6H11,232.02695
Cu1O2N2C8H13,232.02695
Cu1O2N2C8H13,232.02887
Cu1O1N4C7H13,232.03846
Cu1O1N4C7H13,232.03931
Cu1O2N1C9H15,232.04106
Cu1O1N3C8H15,232.0517
Cu1O1N2C9H17,232.06485
Cu1O1N1C10H19,232.07675
Cu1O2N4C6H10,233.00974
Cu1O3N1C8H12,233.0128
Cu1O2N3C7H12,233.02283
Cu1O2N2C8H14,233.03578
Cu1O1N4C7H14,233.0459
Cu1O1N4C7H14,233.04695
Cu1O2N1C9H16,233.04903
Cu1O1N3C8H16,233.05911
Cu1O3N3C6H9,233.99442
Cu1O3N2C7H11,234.00805
Cu1O2N3C7H13,234.03027
Cu1O2N2C8H15,234.04446
Cu1O4N2C6H8,234.97751
Cu1O3N4C5H8,234.98869
Cu1O3N4C5H8,234.98962
Cu1O4N1C7H10,234.99215
Cu1O3N3C6H10,235.00134
Cu1O2N4C6H12,235.02514
Cu1O2N4C6H12,235.02636
Cu1O3N1C8H14,235.02853
Cu1O2N3C7H14,235.03819
Cu1O2N1C9H18,235.06486
Cu1O4N3C5H7,235.97301
Cu1O3N5C4H7,235.9852
Cu1O3N2C7H13,236.0238
Cu1O4N4C4H6,236.96896
Cu1O4N3C5H8,236.98181
Cu1O3N4C5H10,237.0044
Cu1O4N1C7H12,237.00781
Cu1O3N3C6H12,237.01688
Cu1O3N3C6H12,237.01752
Cu1O3N1C8H16,237.04273
Cu1O3N1C8H16,237.0442
Cu2O1N1C6H10,237.93625
Cu1O4N5C3H5,237.9637
Cu1O4N2C6H11,238.00288
Cu1O4N1C7H13,238.01553
Cu2O1N5C2H3,238.89397
Cu2O2N2C4H5,238.89397
Cu2O2N2C4H5,238.89519
Cu1O5N3C4H6,238.96046
Cu1O4N4C4H8,238.98494
Cu1O5N1C6H10,238.98494
Cu1O5N1C6H10,238.98712
Cu1O4N3C5H10,238.99632
Cu1O4N3C5H10,238.99693
Cu1O4N3C5H10,238.99828
Cu1O4N1C7H14,239.02184
Cu1O4N1C7H14,239.02347
Cu2O3N2C3H2,239.86711
Cu2O3N1C4H4,239.87996
Cu2O2N3C3H4,239.89111
Cu2O4N1C3H1,240.85112
Cu2O2N5C1H1,240.873
Cu2O3N2C3H3,240.873
Cu2O3N2C3H3,240.87498
Cu2O3N1C4H5,240.88756
Cu1O5N3C4H8,240.97713
Cu1O5N1C6H12,241.00092
Cu1O5N1C6H12,241.00275
Cu2O2N4C2H4,241.89342
Cu2O3N1C4H6,241.89342
Cu2O3N2C3H6,243.89847
Cu1O2N1C10H15,244.04102
Cu1O1N3C9H15,244.052
Cu1O1N2C10H17,244.06482
Cu1O2N2C9H14,245.03647
Cu1O1N4C8H14,245.04592
Cu1O2N1C10H16,245.04902
Cu1O1N3C9H16,245.05953
Cu2O4N1C3H6,245.89058
Cu1O3N1C9H13,246.02028
Cu1O2N3C8H13,246.03102
Cu1O1N5C7H13,246.04115
Cu1O2N2C9H15,246.04447
Cu1O1N4C8H15,246.05424
Cu1O1N3C9H17,246.06618
Cu1O1N3C9H17,246.06773
Cu1O2N4C7H12,247.02513
Cu1O3N1C9H14,247.02852
Cu1O2N3C8H14,247.0384
Cu1O1N4C8H16,247.06156
Cu1O2N1C10H18,247.06485
Cu1O1N3C9H18,247.07434
Cu1O1N3C9H18,247.07501
Cu1O1N3C9H18,247.07637
Cu1O2N5C6H11,248.0204
Cu1O2N5C6H11,248.02237
Cu1O3N2C8H13,248.02237
Cu1O3N2C8H13,248.02376
Cu1O2N4C7H13,248.03307
Cu1O2N4C7H13,248.03382
Cu1O2N3C8H15,248.04579
Cu1O2N2C9H17,248.05862
Cu1O2N2C9H17,248.06003
Cu1O3N4C6H10,249.00429
Cu1O3N4C6H10,249.00543
Cu1O4N1C8H12,249.0079
Cu1O3N3C7H12,249.01704
Cu1O3N3C7H12,249.01778
Cu1O2N5C6H12,249.02902
Cu1O2N4C7H14,249.04086
Cu1O3N1C9H16,249.04422
Cu1O2N3C8H16,249.05389
Cu1O2N1C10H20,249.07877
Cu1O2N1C10H20,249.08062
Cu1O3N5C5H9,250.00093
Cu1O4N2C7H11,250.00093
Cu1O4N2C7H11,250.00316
Cu1O3N4C6H11,250.01395
Cu1O4N1C8H13,250.01395
Cu1O3N2C8H15,250.0377
Cu1O3N2C8H15,250.03935
Cu1O4N4C5H8,250.98477
Cu1O5N1C7H10,250.98708
Cu1O3N5C5H10,251.00737
Cu1O3N4C6H12,251.02011
Cu1O4N1C8H14,251.02351
Cu1O3N3C7H14,251.03315
Cu1O3N1C9H18,251.05791
Cu1O3N1C9H18,251.05993
Cu1O4N5C4H7,251.97996
Cu1O5N1C7H11,251.99481
Cu1O4N2C7H13,252.01876
Cu1O4N1C8H15,252.02949
Cu1O4N1C8H15,252.03041
Cu1O4N1C8H15,252.03117
Cu2O1N1C7H13,252.95863
Cu1O5N4C4H6,252.96394
Cu1O4N4C5H10,252.99944
Cu1O4N4C5H10,253.00072
Cu1O5N1C7H12,253.00072
Cu1O5N1C7H12,253.00281
Cu1O4N3C6H12,253.01239
Cu1O4N3C6H12,253.01393
Cu1O4N1C8H16,253.03719
Cu1O4N1C8H16,253.03918
Cu2O3N1C5H6,253.89522
Cu2O1N4C4H8,253.93034
Cu2O2N1C6H10,253.93034
Cu1O5N5C3H5,253.96028
Cu1O5N2C6H11,253.99809
Cu2O4N1C4H3,254.86573
Cu2O2N5C2H3,254.8893
Cu2O3N2C4H5,254.8893
Cu2O2N2C5H9,254.92615
Cu2O2N2C5H9,254.92723
Cu1O5N3C5H10,254.993
Cu1O5N1C7H14,255.01648
Cu1O5N1C7H14,255.01844
Cu2O4N2C3H2,255.8613
Cu2O4N3C2H2,257.86512
Cu1O1N3C10H17,258.06857
Cu1O1N4C9H16,259.06161
Cu1O1N3C10H18,259.07458
Cu2O5N1C3H4,259.86801
Cu1O3N1C10H15,260.03665
Cu1O2N3C9H15,260.04538
Cu1O1N5C8H15,260.05662
Cu1O2N2C10H17,260.06013
Cu1O1N4C9H17,260.07147
Cu1O1N3C10H19,260.08414
Cu2O5N1C3H5,260.8761
Cu1O2N4C8H14,261.04076
Cu1O3N1C10H16,261.04415
Cu1O2N3C9H16,261.05378
Cu1O2N2C10H18,261.06715
Cu1O1N4C9H18,261.07718
Cu1O1N4C9H18,261.07825
Cu1O1N4C9H18,261.07947
Cu1O1N3C10H20,261.09001
Cu1O2N5C7H13,262.03608
Cu1O3N2C9H15,262.03949
Cu1O2N4C8H15,262.04926
Cu1O3N1C10H17,262.05141
Cu1O2N3C9H17,262.06149
Cu1O2N2C10H19,262.07401
Cu1O2N2C10H19,262.07562
Cu1O4N2C8H12,263.01053
Cu1O3N4C7H12,263.02003
Cu1O3N4C7H12,263.02097
Cu1O4N1C9H14,263.02347
Cu1O3N3C8H14,263.03313
Cu1O3N3C8H14,263.03426
Cu1O2N5C7H14,263.04404
Cu1O2N5C7H14,263.04504
Cu1O3N2C9H16,263.04504
Cu1O2N4C8H16,263.0564
Cu1O2N4C8H16,263.05774
Cu1O3N1C10H18,263.05774
Cu1O2N4C8H16,263.05853
Cu1O3N1C10H18,263.05853
Cu1O3N1C10H18,263.05984
Cu1O2N3C9H18,263.06947
Cu1O3N5C6H11,264.01553
Cu1O3N5C6H11,264.0166
Cu1O4N2C8H13,264.0166
Cu1O4N2C8H13,264.01867
Cu1O3N4C7H13,264.02769
Cu1O3N4C7H13,264.02865
Cu1O4N1C9H15,264.03027
Cu1O3N2C9H17,264.0551
Cu1O3N1C10H19,264.06784
Cu1O5N2C7H10,264.98884
Cu1O4N4C6H10,265.00038
Cu1O5N1C8H12,265.00271
Cu1O4N3C7H12,265.01187
Cu1O4N3C7H12,265.01266
Cu1O3N5C6H12,265.02527
Cu1O4N2C8H14,265.02527
Cu1O3N4C7H14,265.03574
Cu1O4N1C9H16,265.03913
Cu1O3N3C8H16,265.04879
Cu1O3N2C9H18,265.06271
Cu1O3N1C10H20,265.07358
Cu1O3N1C10H20,265.07549
Cu1O4N5C5H9,265.99551
Cu1O5N2C7H11,265.99701
Cu1O5N2C7H11,265.99801
Cu1O4N4C6H11,266.00845
Cu1O5N1C8H13,266.00845
Cu1O4N3C7H13,266.02115
Cu1O4N2C8H15,266.03262
Cu1O4N2C8H15,266.03434
Cu1O4N1C9H17,266.04532
Cu1O4N1C9H17,266.04611
Cu1O4N1C9H17,266.04689
Cu2O1N2C7H13,266.96301
Cu1O5N4C5H8,266.97967
Cu1O5N3C6H10,266.99319
Cu1O4N5C5H10,267.00363
Cu1O5N2C7H12,267.00363
Cu1O4N4C6H12,267.01498
Cu1O4N4C6H12,267.01634
Cu1O5N1C8H14,267.01634
Cu1O5N1C8H14,267.0184
Cu1O4N3C7H14,267.02801
Cu1O4N2C8H16,267.04013
Cu1O4N1C9H18,267.05479
Cu1O5N2C7H13,268.01364
Cu2O2N4C4H7,268.91718
Cu2O3N1C6H9,268.91718
Cu2O2N2C6H11,268.94183
Cu1O5N4C5H10,268.99402
Cu1O5N3C6H12,269.00769
Cu1O5N3C6H12,269.00886
Cu1O5N2C7H14,269.0192
Cu1O5N1C8H16,269.03175
Cu1O5N1C8H16,269.034
Cu2O2N5C3H6,269.91205
Cu2O3N2C5H8,269.91205
Cu2O3N1C6H11,270.93466
Cu2O4N4C2H2,271.86642
Cu1O1N4C10H18,273.07725
Cu1O1N4C10H18,273.07956
Cu2O4N2C4H8,273.90771
Cu1O2N3C10H17,274.06192
Cu1O2N3C10H17,274.06314
Cu1O1N5C9H17,274.0724
Cu1O1N4C10H19,274.08508
Cu1O3N2C10H16,275.04495
Cu1O3N2C10H16,275.04599
Cu1O2N4C9H16,275.05649
Cu1O2N4C9H16,275.05759
Cu1O2N3C10H18,275.06951
Cu1O2N3C10H18,275.07075
Cu1O1N5C9H18,275.08051
Cu1O1N4C10H20,275.09283
Cu1O4N1C10H15,276.03091
Cu1O3N3C9H15,276.04034
Cu1O2N5C8H15,276.05174
Cu1O2N5C8H15,276.05344
Cu1O3N2C10H17,276.05344
Cu1O3N2C10H17,276.05514
Cu1O2N4C9H17,276.0655
Cu1O4N2C9H14,277.02679
Cu1O3N4C8H14,277.03563
Cu1O3N4C8H14,277.03735
Cu1O4N1C10H16,277.03735
Cu1O4N1C10H16,277.03914
Cu1O3N3C9H16,277.04884
Cu1O3N2C10H18,277.06326
Cu1O2N4C9H18,277.07203
Cu1O2N4C9H18,277.0734
Cu1O2N3C10H20,277.08516
Cu1O4N3C8H13,278.01967
Cu1O3N5C7H13,278.031
Cu1O4N2C9H15,278.03431
Cu1O3N4C8H15,278.04395
Cu1O3N2C10H19,278.07078
Cu2O1N2C8H13,278.96271
Cu1O4N4C7H12,279.01491
Cu1O4N4C7H12,279.01614
Cu1O5N1C9H14,279.01614
Cu1O5N1C9H14,279.01838
Cu1O4N3C8H14,279.02784
Cu1O4N3C8H14,279.03
Cu1O3N5C7H14,279.03956
Cu1O3N4C8H16,279.05138
Cu1O3N4C8H16,279.05252
Cu1O4N1C10H18,279.05252
Cu1O4N1C10H18,279.0548
Cu1O3N3C9H18,279.06455
Cu2O1N2C8H14,279.97122
Cu1O4N5C6H11,280.00998
Cu1O4N5C6H11,280.01116
Cu1O4N5C6H11,280.01208
Cu1O5N2C8H13,280.01208
Cu1O5N2C8H13,280.01365
Cu1O4N4C7H13,280.02328
Cu1O4N2C9H17,280.05
Cu1O4N1C10H19,280.06204
Cu2O1N2C8H15,280.97864
Cu1O5N4C6H10,280.99529
Cu1O5N3C7H12,281.00895
Cu1O4N4C7H14,281.03055
Cu1O4N4C7H14,281.03184
Cu1O5N1C9H16,281.03184
Cu1O5N1C9H16,281.03407
Cu1O4N3C8H16,281.04364
Cu1O4N3C8H16,281.04486
Cu1O4N1C10H20,281.07044
Cu2O2N4C5H8,281.92487
Cu2O3N1C7H10,281.92487
Cu2O3N1C7H10,281.92722
Cu2O1N2C8H16,281.98615
Cu2O1N2C8H16,281.98727
Cu2O1N1C9H18,281.99777
Cu2O1N1C9H18,281.99874
Cu1O5N2C8H15,282.02931
Cu1O5N1C9H17,282.04024
Cu2O3N2C6H9,282.92245
Cu2O2N1C8H15,282.97058
Cu1O5N5C5H10,282.99948
Cu1O5N4C6H12,283.00979
Cu1O5N3C7H14,283.02267
Cu1O5N3C7H14,283.02466
Cu1O5N1C9H18,283.04773
Cu1O5N1C9H18,283.04969
Cu2O3N5C3H5,284.89941
Cu2O4N2C5H7,284.89941
Cu2O5N3C3H3,286.86575
Cu1O1N5C10H19,288.08812
Cu1O1N5C10H19,288.08917
Cu1O2N4C10H18,289.07213
Cu1O1N5C10H20,289.09637
Cu1O2N5C9H17,290.06731
Cu1O2N4C10H19,290.08026
Cu1O2N4C10H19,290.08246
Cu1O4N2C10H16,291.04261
Cu1O3N4C9H16,291.05134
Cu1O3N4C9H16,291.05268
Cu1O3N3C10H18,291.06453
Cu1O3N3C10H18,291.06647
Cu1O2N4C10H20,291.08769
Cu1O2N4C10H20,291.08921
Cu1O5N1C10H15,292.02399
Cu1O4N3C9H15,292.03558
Cu1O3N5C8H15,292.04662
Cu1O4N2C10H17,292.05008
Cu1O3N4C9H17,292.05957
Cu1O3N4C9H17,292.0614
Cu2O1N1C10H17,292.98981
Cu1O4N4C8H14,293.03044
Cu1O4N4C8H14,293.03176
Cu1O5N1C10H16,293.03176
Cu1O5N1C10H16,293.03403
Cu1O4N3C9H16,293.04418
Cu1O3N5C8H16,293.05507
Cu1O4N2C10H18,293.05728
Cu1O3N4C9H18,293.06702
Cu1O3N4C9H18,293.06818
Cu1O3N3C10H20,293.08018
Cu2O1N1C10H18,293.99744
Cu1O4N5C7H13,294.0259
Cu1O5N2C9H15,294.02929
Cu1O4N4C8H15,294.03933
Cu1O4N3C9H17,294.0509
Cu1O4N2C10H19,294.06342
Cu1O4N2C10H19,294.06574
Cu2O3N1C8H11,294.93283
Cu2O1N1C10H19,295.00543
Cu1O5N4C7H12,295.0099
Cu1O5N4C7H12,295.01092
Cu1O5N3C8H14,295.02216
Cu1O5N3C8H14,295.02462
Cu1O4N5C7H14,295.03422
Cu1O4N5C7H14,295.03603
Cu1O5N2C9H16,295.03603
Cu1O5N2C9H16,295.03735
Cu1O4N4C8H16,295.04681
Cu1O5N1C10H18,295.04955
Cu1O4N3C9H18,295.05903
Cu1O4N3C9H18,295.06005
Cu2O1N1C10H20,296.0148
Cu1O5N4C7H13,296.01852
Cu1O5N2C9H17,296.0429
Cu1O5N2C9H17,296.04525
Cu1O5N1C10H19,296.05748
Cu2O3N1C8H13,296.95074
Cu2O2N3C7H13,296.95967
Cu2O2N2C8H15,296.97244
Cu1O5N5C6H12,297.01317
Cu1O5N5C6H12,297.01508
Cu1O5N4C7H14,297.02562
Cu1O5N4C7H14,297.02667
Cu1O5N3C8H16,297.03902
Cu1O5N2C9H18,297.05152
Cu1O5N1C10H20,297.06536
Cu2O3N2C7H12,297.94547
Cu2O2N1C9H18,297.99368
Cu2O3N5C4H7,298.91605
Cu2O4N2C6H9,298.91605
Cu2O3N2C7H14,299.95929
Cu1O2N5C10H19,304.08305
Cu1O3N4C10H18,305.06691
Cu1O3N4C10H18,305.06809
Cu1O3N4C10H18,305.06945
Cu1O3N5C9H17,306.06219
Cu1O3N5C9H17,306.06342
Cu1O3N5C9H17,306.0648
Cu1O3N4C10H19,306.07556
Cu2O2N1C10H15,306.97131
Cu1O5N2C10H16,307.03613
Cu1O4N4C9H16,307.04631
Cu1O4N4C9H16,307.04754
Cu1O4N3C10H18,307.05948
Cu1O3N5C9H18,307.07034
Cu1O3N4C10H20,307.08263
Cu1O4N5C8H15,308.04166
Cu1O4N5C8H15,308.04294
Cu1O5N2C10H17,308.04294
Cu1O5N2C10H17,308.04499
Cu1O4N4C9H17,308.05458
Cu1O4N4C9H17,308.05573
Cu2O2N2C9H15,308.97354
Cu1O5N4C8H14,309.02658
Cu1O5N3C9H16,309.03886
Cu1O4N5C8H16,309.04953
Cu1O5N2C10H18,309.05229
Cu1O4N4C9H18,309.062
Cu1O4N4C9H18,309.06308
Cu1O4N3C10H20,309.07507
Cu1O4N3C10H20,309.077
Cu2O1N4C8H16,309.99368
Cu2O2N1C10H18,309.99368
Cu2O1N2C10H20,310.01589
Cu1O5N5C7H13,310.02096
Cu1O5N4C8H15,310.03416
Cu1O5N2C10H19,310.06067
Cu2O4N1C8H11,310.92984
Cu2O3N3C7H11,310.94107
Cu1O5N5C7H14,311.02902
Cu1O5N4C8H16,311.04152
Cu1O5N3C9H18,311.05453
Cu1O5N2C10H20,311.06617
Cu2O2N4C7H14,311.97266
Cu2O3N1C9H16,311.97266
Cu2O2N3C8H16,311.98474
Cu2O3N3C7H14,313.96359
Cu2O4N3C6H12,315.94342
Cu2O5N3C5H10,317.92267
Cu1O3N5C10H19,320.07791
Cu1O4N4C10H18,321.06246
Cu2O2N2C10H16,321.98123
Cu1O5N3C10H17,322.04648
Cu1O4N5C9H17,322.05723
Cu1O4N4C10H19,322.07039
Cu2O2N3C9H15,322.97604
Cu2O1N3C10H19,323.01123
Cu1O5N4C9H16,323.04166
Cu1O5N3C10H18,323.05622
Cu1O4N5C9H18,323.06583
Cu1O4N5C9H18,323.06738
Cu1O4N4C10H20,323.07759
Cu2O3N2C9H14,323.95978
Cu2O2N4C8H14,323.97195
Cu2O3N1C10H16,323.97195
Cu2O2N2C10H18,323.99747
Cu2O1N4C9H18,324.00659
Cu2O1N4C9H18,324.00876
Cu2O1N3C10H20,324.02063
Cu1O5N5C8H15,324.03653
Cu1O5N4C9H17,324.04981
Cu1O5N4C9H17,324.05133
Cu2O2N3C9H17,324.99164
Cu1O5N5C8H16,325.04472
Cu1O5N5C8H16,325.04673
Cu1O5N4C9H18,325.05675
Cu1O5N3C10H20,325.07208
Cu2O2N4C8H16,325.98584
Cu2O5N1C8H11,326.92258
Cu2O3N2C9H17,326.98297
Cu2O4N1C9H17,328.97449
Cu2O4N3C7H14,329.95761
Cu2O4N3C7H14,329.95978
Cu2O4N1C9H18,329.98181
Cu2O5N2C7H13,330.94176
Cu1O4N5C10H19,336.07285
Cu2O2N3C10H17,336.99072
Cu1O5N4C10H18,337.05654
Cu1O4N5C10H20,337.08118
Cu1O5N5C9H17,338.05196
Cu1O5N4C10H19,338.06524
Cu2O3N2C10H17,338.98444
Cu1O5N5C9H18,339.06052
Cu1O5N4C10H20,339.07234
Cu2O5N1C9H13,340.93942
Cu2O3N4C8H15,340.97348
Cu2O3N2C10H19,340.99985
Cu2O3N5C7H14,341.96808
Cu2O3N2C10H20,342.00601
Cu2O3N2C10H20,342.00861
Cu2O4N2C9H17,342.97766
Cu2O4N1C10H19,342.99008
Cu2O4N1C10H20,344.00015
Cu2O5N2C8H15,344.95706
Cu2O5N2C8H16,345.965
Cu2O5N1C9H18,345.97849
Cu2O1N5C10H19,351.01981
Cu2O1N5C10H20,352.02646
Cu1O5N5C10H19,352.06769
Cu2O3N3C10H18,353.99442
Cu2O4N3C9H15,354.9644
Cu2O4N5C7H13,356.95535
Cu2O4N2C10H19,356.99377
Cu2O5N5C6H11,358.9343
Cu2O3N4C10H19,369.0061
Cu2O5N5C7H14,373.95898
Cu2O4N4C10H18,383.99393
Cu2O5N3C10H17,384.97784
Cu2O4N5C9H17,384.98785
Cu2O5N3C10H18,385.98282
Cu2O5N5C9H18,401.99106
Cu2O5N5C10H19,414.99905
