m/z,Intensity,Formula,Neutral Mass
298.89639,19.4,Cu1O12N3H2,298.89339
298.89639,19.4,Cu2O2N9C1H3,298.90014
298.89639,19.4,Cu2O3N6C3H5,298.9015
298.91605,19.4,Cu1O7N8C1,298.91853
298.91605,19.4,Cu1O8N5C3H2,298.91989
298.91605,19.4,Cu1O9N2C5H4,298.92125
298.91605,19.4,Cu1O11N4H4,298.91721
298.91605,19.4,Cu2O2N8C2H5,298.91273
298.93564,491.4,Cu1O4N8C5,298.9338
298.93564,491.4,Cu1O6N9C1H2,298.94235
298.93564,491.4,Cu1O7N7C2H2,298.93112
298.93564,491.4,Cu1O8N4C4H4,298.93248
298.94235,13.8,Cu1O3N10C4,298.94503
298.94235,13.8,Cu1O6N9C1H2,298.94235
298.94235,13.8,Cu1O7N6C3H4,298.94371
298.95663,20.5,Cu1O3N9C5H2,298.95762
298.95663,20.5,Cu1O6N8C2H4,298.95494
298.96768,22.8,Cu1O5N10C1H4,298.96617
299.8143,21.0,Cu2O10N1,299.81137
299.95929,19.0,Cu1O3N9C5H3,299.96545
299.95929,19.0,Cu1O6N8C2H5,299.96277
299.98233,22.6,Cu1O2N10C5H5,299.98927
299.98535,22.7,Cu1O2N10C5H5,299.98927
300.8364,19.1,Cu2O7N1C4H1,300.83447
300.8364,19.1,Cu2O9N2H3,300.84302
300.88556,9.2,Cu1O10N3C3,300.88791
300.88556,9.2,Cu1O13N2H2,300.88523
300.88556,9.2,Cu2O1N7C5H1,300.88343
300.88556,9.2,Cu2O3N8C1H3,300.89198
300.88556,9.2,Cu2O4N6C2H3,300.88075
300.88556,9.2,Cu2O5N3C4H5,300.88211
300.93384,154.8,Cu1O4N9C4,300.93687
300.93384,154.8,Cu1O7N8C1H2,300.93419
300.93384,154.8,Cu1O8N5C3H4,300.93555
300.96649,20.2,Cu1O3N9C5H4,300.97328
301.80646,18.5,Cu2O11,301.80321
301.87463,22.6,Cu2O1N8C4,301.87867
301.87463,22.6,Cu2O4N7C1H2,301.87599
301.87463,22.6,Cu2O5N4C3H4,301.87735
301.8797,18.1,Cu1O11N1C4H1,301.88451
301.8797,18.1,Cu2O1N8C4,301.87867
301.8797,18.1,Cu2O4N7C1H2,301.87599
301.8797,18.1,Cu2O5N4C3H4,301.87735
301.88193,25.1,Cu1O11N1C4H1,301.88451
301.88193,25.1,Cu2O1N8C4,301.87867
301.88193,25.1,Cu2O3N9H2,301.88722
301.88193,25.1,Cu2O4N6C2H4,301.88858
301.88193,25.1,Cu2O5N4C3H4,301.87735
301.88737,1000.5,Cu1O11N1C4H1,301.88451
301.88737,1000.5,Cu1O13N2H3,301.89306
301.88737,1000.5,Cu2O1N7C5H2,301.89126
301.88737,1000.5,Cu2O3N9H2,301.88722
301.88737,1000.5,Cu2O4N6C2H4,301.88858
301.98254,13.0,Cu1O3N9C5H5,301.98111
302.88406,24.4,Cu1O10N4C2,302.89098
302.88406,24.4,Cu1O11N2C3,302.87975
302.88406,24.4,Cu2O1N8C4H1,302.8865
302.88406,24.4,Cu2O4N7C1H3,302.88382
302.88406,24.4,Cu2O5N4C3H5,302.88518
302.97718,426.5,Cu1O3N10C4H4,302.97635
302.97986,24.4,Cu1O3N10C4H4,302.97635
303.82153,9.4,Cu2O8N1C3,303.82155
303.82153,9.4,Cu2O11H2,303.81887
303.95325,24.6,Cu1O4N9C4H3,303.96036
303.95325,24.6,Cu1O5N7C5H3,303.94913
303.95325,24.6,Cu1O7N8C1H5,303.95768
303.97549,24.9,Cu1O4N8C5H5,303.97295
303.98233,28.9,Cu1O3N10C4H5,303.98418
304.83374,25.5,Cu2O7N3C2H1,304.84061
304.83374,25.5,Cu2O8N1C3H1,304.82938
304.8967,25.5,Cu1O10N5C1,304.89405
304.8967,25.5,Cu1O11N2C3H2,304.89541
304.8967,25.5,Cu1O14N1H4,304.89273
304.8967,25.5,Cu2O1N8C4H3,304.90216
304.8967,25.5,Cu2O4N7C1H5,304.89948
304.9704,307.4,Cu1O4N9C4H4,304.96819
305.82431,26.9,Cu2O8N2C2,305.82462
305.83844,8.7,Cu2O7N4C1,305.83585
305.83844,8.7,Cu2O8N1C3H2,305.83721
305.83844,8.7,Cu2O11H4,305.83453
305.86176,25.9,Cu2O3N6C4,305.86235
305.86176,25.9,Cu2O6N5C1H2,305.85967
305.86176,25.9,Cu2O7N2C3H4,305.86103
305.93332,22.6,Cu1O5N9C3H1,305.93961
305.93332,22.6,Cu1O6N7C4H1,305.92838
305.93332,22.6,Cu1O8N8H3,305.93693
305.93332,22.6,Cu1O9N5C2H5,305.93829
305.97482,22.8,Cu1O4N9C4H5,305.97602
306.84857,22.5,Cu2O6N6H1,306.85491
306.84857,22.5,Cu2O7N4C1H1,306.84368
306.84857,22.5,Cu2O8N1C3H3,306.84504
306.85309,21.6,Cu2O4N4C5H1,306.85895
306.85309,21.6,Cu2O6N6H1,306.85491
306.85309,21.6,Cu2O7N3C2H3,306.85627
306.90773,548.0,Cu1O7N6C4,306.91239
306.90773,548.0,Cu1O10N5C1H2,306.90971
306.90773,548.0,Cu1O11N2C3H4,306.91107
306.90773,548.0,Cu2O1N9C3H3,306.90523
306.90773,548.0,Cu2O2N6C5H5,306.90659
306.92465,10.0,Cu1O6N8C3,306.92362
306.92465,10.0,Cu1O7N5C5H2,306.92498
306.92465,10.0,Cu1O9N7H2,306.92094
306.92465,10.0,Cu1O10N4C2H4,306.9223
306.93048,26.7,Cu1O5N10C2,306.93485
306.93048,26.7,Cu1O6N7C4H2,306.93621
306.93048,26.7,Cu1O9N6C1H4,306.93353
306.97131,10.6,Cu1O4N10C3H4,306.97126
306.97415,26.9,Cu1O4N10C3H4,306.97126
307.83362,18.9,Cu2O7N5,307.83892
307.83362,18.9,Cu2O8N2C2H2,307.84028
307.84644,18.5,Cu2O5N3C5,307.84296
307.84644,18.5,Cu2O7N4C1H2,307.85151
307.84644,18.5,Cu2O8N1C3H4,307.85287
307.86743,23.1,Cu2O3N7C3,307.86542
307.86743,23.1,Cu2O4N4C5H2,307.86678
307.86743,23.1,Cu2O6N6H2,307.86274
307.86743,23.1,Cu2O7N3C2H4,307.8641
307.90512,22.5,Cu1O8N4C5H1,307.90899
307.90512,22.5,Cu1O10N6H1,307.90495
307.90512,22.5,Cu1O11N3C2H3,307.90631
307.90512,22.5,Cu2O1N10C2H2,307.90047
307.90512,22.5,Cu2O2N7C4H4,307.90183
307.92569,52.7,Cu1O6N8C3H1,307.93145
307.92569,52.7,Cu1O7N5C5H3,307.93281
307.92569,52.7,Cu1O9N7H3,307.92877
307.92569,52.7,Cu1O10N4C2H5,307.93013
307.93057,20.1,Cu1O6N8C3H1,307.93145
307.93057,20.1,Cu1O7N5C5H3,307.93281
307.93057,20.1,Cu1O9N7H3,307.92877
307.93057,20.1,Cu1O10N4C2H5,307.93013
307.96021,21.1,Cu1O5N9C3H3,307.95527
307.96021,21.1,Cu1O6N6C5H5,307.95663
307.96967,27.6,Cu1O5N8C4H5,307.96786
308.82523,30.3,Cu2O9N1C2H1,308.82429
308.85522,27.3,Cu2O4N5C4H1,308.86202
308.85522,27.3,Cu2O5N3C5H1,308.85079
308.85522,27.3,Cu2O7N4C1H3,308.85934
308.85522,27.3,Cu2O8N1C3H5,308.8607
308.87814,9.6,Cu1O12N3C1,308.87773
308.87814,9.6,Cu2O2N9C2H1,308.88448
308.87814,9.6,Cu2O3N7C3H1,308.87325
308.87814,9.6,Cu2O4N4C5H3,308.87461
308.87814,9.6,Cu2O6N5C1H5,308.88316
308.88095,18.2,Cu1O12N3C1,308.87773
308.88095,18.2,Cu2O2N9C2H1,308.88448
308.88095,18.2,Cu2O3N6C4H3,308.88584
308.88095,18.2,Cu2O6N5C1H5,308.88316
308.88239,22.4,Cu1O11N5,308.88896
308.88239,22.4,Cu1O12N3C1,308.87773
308.88239,22.4,Cu2O2N9C2H1,308.88448
308.88239,22.4,Cu2O3N6C4H3,308.88584
308.88239,22.4,Cu2O6N5C1H5,308.88316
308.9046,18.0,Cu1O8N5C4,308.90423
308.9046,18.0,Cu1O11N4C1H2,308.90155
308.9046,18.0,Cu1O12N1C3H4,308.90291
308.9046,18.0,Cu2O1N10C2H3,308.9083
308.9046,18.0,Cu2O2N7C4H5,308.90966
308.90695,19.0,Cu1O8N5C4,308.90423
308.90695,19.0,Cu1O10N6H2,308.91278
308.90695,19.0,Cu1O11N3C2H4,308.91414
308.90695,19.0,Cu1O12N1C3H4,308.90291
308.90695,19.0,Cu2O1N10C2H3,308.9083
308.90695,19.0,Cu2O2N7C4H5,308.90966
308.93945,22.4,Cu1O6N8C3H2,308.93928
308.93945,22.4,Cu1O7N5C5H4,308.94064
308.93945,22.4,Cu1O9N7H4,308.9366
308.96469,8.3,Cu1O5N9C3H4,308.9631
309.82047,24.0,Cu2O9N2C1,309.81953
309.82349,1026.1,Cu2O8N4,309.83076
309.82349,1026.1,Cu2O9N2C1,309.81953
309.82468,22.2,Cu2O8N4,309.83076
309.83746,22.4,Cu2O6N2C5,309.8348
309.83746,22.4,Cu2O8N3C1H2,309.84335
309.85753,103.5,Cu2O4N6C3,309.85726
309.85753,103.5,Cu2O5N3C5H2,309.85862
309.85753,103.5,Cu2O7N5H2,309.85458
309.85753,103.5,Cu2O8N2C2H4,309.85594
309.87128,24.5,Cu1O13N1C2H1,309.87433
309.87128,24.5,Cu2O3N8C2,309.86849
309.87128,24.5,Cu2O4N5C4H2,309.86985
309.87128,24.5,Cu2O6N6H4,309.8784
309.87128,24.5,Cu2O7N4C1H4,309.86717
309.89842,3024.7,Cu1O9N3C5H1,309.90083
309.89842,3024.7,Cu1O11N5H1,309.89679
309.89842,3024.7,Cu1O12N2C2H3,309.89815
309.89842,3024.7,Cu2O2N8C3H4,309.9049
309.89842,3024.7,Cu2O3N6C4H4,309.89367
310.82031,15.3,Cu2O9N2C1H1,310.82736
310.84451,23.1,Cu2O6N2C5H1,310.84263
310.84451,23.1,Cu2O8N3C1H3,310.85118
310.84451,23.1,Cu2O9N1C2H3,310.83995
310.89301,24.1,Cu1O9N4C4,310.89607
310.89301,24.1,Cu1O12N3C1H2,310.89339
310.89301,24.1,Cu2O2N9C2H3,310.90014
310.89301,24.1,Cu2O3N7C3H3,310.88891
310.89301,24.1,Cu2O4N4C5H5,310.89027
310.89532,72.6,Cu1O9N4C4,310.89607
310.89532,72.6,Cu1O12N3C1H2,310.89339
310.89532,72.6,Cu2O2N9C2H3,310.90014
310.89532,72.6,Cu2O3N6C4H5,310.9015
310.89532,72.6,Cu2O4N4C5H5,310.89027
310.92075,28.3,Cu1O7N8C2,310.91853
310.92075,28.3,Cu1O8N5C4H2,310.91989
310.92075,28.3,Cu1O11N4C1H4,310.91721
310.92075,28.3,Cu2O1N10C2H5,310.92396
310.92984,30.6,Cu1O6N10C1,310.92976
310.92984,30.6,Cu1O7N7C3H2,310.93112
310.92984,30.6,Cu1O8N4C5H4,310.93248
310.92984,30.6,Cu1O10N6H4,310.92844
310.93777,24.1,Cu1O3N10C5,310.94503
310.93777,24.1,Cu1O6N9C2H2,310.94235
310.93777,24.1,Cu1O7N6C4H4,310.94371
310.94107,20.8,Cu1O3N10C5,310.94503
310.94107,20.8,Cu1O6N9C2H2,310.94235
310.94107,20.8,Cu1O7N6C4H4,310.94371
310.94836,34.9,Cu1O3N10C5,310.94503
310.94836,34.9,Cu1O6N8C3H4,310.95494
310.94836,34.9,Cu1O7N6C4H4,310.94371
311.81415,21.6,Cu2O10N1C1,311.81137
311.82866,51.9,Cu2O7N1C5,311.82664
311.82866,51.9,Cu2O9N2C1H2,311.83519
311.8298,20.3,Cu2O7N1C5,311.82664
311.8298,20.3,Cu2O9N2C1H2,311.83519
311.91974,19.3,Cu1O7N8C2H1,311.92636
311.91974,19.3,Cu1O8N6C3H1,311.91513
311.91974,19.3,Cu1O9N3C5H3,311.91649
311.91974,19.3,Cu1O11N4C1H5,311.92504
311.92758,15.5,Cu1O7N8C2H1,311.92636
311.92758,15.5,Cu1O8N5C4H3,311.92772
311.92758,15.5,Cu1O11N4C1H5,311.92504
311.97266,20.0,Cu1O5N10C2H5,311.974
312.81476,27.0,Cu2O10N1C1H1,312.8192
313.82956,9.2,Cu2O7N2C4,313.82971
313.82956,9.2,Cu2O10N1C1H2,313.82703
313.83176,22.9,Cu2O7N2C4,313.82971
313.83176,22.9,Cu2O9N3H2,313.83826
313.83176,22.9,Cu2O10N1C1H2,313.82703
313.84811,22.0,Cu2O5N6C2,313.85217
313.84811,22.0,Cu2O6N3C4H2,313.85353
313.84811,22.0,Cu2O9N2C1H4,313.85085
313.85181,23.2,Cu2O5N6C2,313.85217
313.85181,23.2,Cu2O6N3C4H2,313.85353
313.85181,23.2,Cu2O9N2C1H4,313.85085
313.89343,23.7,Cu1O10N3C4H1,313.89574
313.89343,23.7,Cu1O13N2C1H3,313.89306
313.89343,23.7,Cu2O3N8C2H4,313.89981
313.89343,23.7,Cu2O4N6C3H4,313.88858
313.8989,18.8,Cu1O10N3C4H1,313.89574
313.8989,18.8,Cu1O12N4H3,313.90429
313.8989,18.8,Cu1O13N1C2H5,313.90565
313.8989,18.8,Cu2O3N8C2H4,313.89981
313.90909,18.0,Cu1O9N5C3H1,313.90697
313.90909,18.0,Cu1O10N2C5H3,313.90833
313.90909,18.0,Cu1O12N4H3,313.90429
313.90909,18.0,Cu1O13N1C2H5,313.90565
313.90909,18.0,Cu2O2N10C1H4,313.91104
313.95499,13.2,Cu1O6N10C1H3,313.95325
313.95499,13.2,Cu1O7N7C3H5,313.95461
313.96359,24.5,Cu1O3N10C5H3,313.96852
313.96359,24.5,Cu1O6N9C2H5,313.96584
313.96994,10.4,Cu1O3N10C5H3,313.96852
313.96994,10.4,Cu1O6N9C2H5,313.96584
313.97113,44.4,Cu1O3N10C5H3,313.96852
314.83542,20.1,Cu2O7N2C4H1,314.83754
314.83542,20.1,Cu2O10N1C1H3,314.83486
314.86453,954.1,Cu1O14N2,314.86448
314.86453,954.1,Cu2O4N8C1H1,314.87123
314.86453,954.1,Cu2O5N6C2H1,314.86
314.86453,954.1,Cu2O6N3C4H3,314.86136
314.86453,954.1,Cu2O8N4H5,314.86991
314.87711,6286.3,Cu1O11N2C4,314.87975
314.87711,6286.3,Cu1O14N1C1H2,314.87707
314.87711,6286.3,Cu2O3N10H1,314.88246
314.87711,6286.3,Cu2O4N7C2H3,314.88382
314.87711,6286.3,Cu2O5N5C3H3,314.87259
314.87711,6286.3,Cu2O6N2C5H5,314.87395
314.90042,16.4,Cu1O9N6C2,314.90221
314.90042,16.4,Cu1O10N3C4H2,314.90357
314.90042,16.4,Cu1O13N2C1H4,314.90089
314.90042,16.4,Cu2O3N8C2H5,314.90764
314.90042,16.4,Cu2O4N6C3H5,314.89641
314.91898,158.7,Cu1O7N10,314.92467
314.91898,158.7,Cu1O8N7C2H2,314.92603
314.91898,158.7,Cu1O9N5C3H2,314.9148
314.91898,158.7,Cu1O10N2C5H4,314.91616
314.91898,158.7,Cu2O2N10C1H5,314.91887
314.93075,124.6,Cu1O5N8C5,314.92871
314.93075,124.6,Cu1O7N9C1H2,314.93726
314.93075,124.6,Cu1O8N7C2H2,314.92603
314.93075,124.6,Cu1O9N4C4H4,314.92739
314.95163,31.5,Cu1O4N9C5H2,314.95253
314.95163,31.5,Cu1O7N8C2H4,314.94985
314.97375,293.9,Cu1O3N10C5H4,314.97635
314.97733,111.3,Cu1O3N10C5H4,314.97635
314.97971,41.1,Cu1O3N10C5H4,314.97635
314.98096,13.7,Cu1O3N10C5H4,314.97635
315.89059,24.5,Cu1O11N2C4H1,315.88758
315.89059,24.5,Cu1O13N3H3,315.89613
315.89059,24.5,Cu2O1N8C5H2,315.89433
315.89059,24.5,Cu2O3N10H2,315.89029
315.89059,24.5,Cu2O4N7C2H4,315.89165
315.94342,30.4,Cu1O4N10C4H1,315.94777
315.94342,30.4,Cu1O7N9C1H3,315.94509
315.94342,30.4,Cu1O8N6C3H5,315.94645
315.97183,21.4,Cu1O6N10C1H5,315.96891
316.84796,25.9,Cu2O6N5C2H1,316.85184
316.84796,25.9,Cu2O7N2C4H3,316.8532
316.84796,25.9,Cu2O10N1C1H5,316.85052
316.87294,311.0,Cu1O12N1C4,316.87159
316.87294,311.0,Cu1O14N2H2,316.88014
316.87294,311.0,Cu2O2N7C5H1,316.87834
316.87294,311.0,Cu2O4N9H1,316.8743
316.87294,311.0,Cu2O5N6C2H3,316.87566
316.87294,311.0,Cu2O6N3C4H5,316.87702
316.8949,22.1,Cu1O10N5C2,316.89405
316.8949,22.1,Cu1O11N2C4H2,316.89541
316.8949,22.1,Cu1O14N1C1H4,316.89273
316.8949,22.1,Cu2O1N8C5H3,316.90216
316.8949,22.1,Cu2O3N10H3,316.89812
316.8949,22.1,Cu2O4N7C2H5,316.89948
316.90637,12.4,Cu1O9N7C1,316.90528
316.90637,12.4,Cu1O10N4C3H2,316.90664
316.90637,12.4,Cu1O11N1C5H4,316.908
316.90637,12.4,Cu1O13N3H4,316.90396
316.90637,12.4,Cu2O1N8C5H3,316.90216
316.90637,12.4,Cu2O3N9C1H5,316.91071
316.92825,9.4,Cu1O5N9C4,316.93178
316.92825,9.4,Cu1O8N8C1H2,316.9291
316.92825,9.4,Cu1O9N5C3H4,316.93046
316.94113,21.3,Cu1O5N8C5H2,316.94437
316.94113,21.3,Cu1O7N10H2,316.94033
316.94113,21.3,Cu1O8N7C2H4,316.94169
316.9603,11.5,Cu1O4N10C4H2,316.9556
317.92267,24.0,Cu1O6N7C5H1,317.92838
317.92267,24.0,Cu1O8N9H1,317.92434
317.92267,24.0,Cu1O9N6C2H3,317.9257
317.92267,24.0,Cu1O10N3C4H5,317.92706
317.92688,27.5,Cu1O6N7C5H1,317.92838
317.92688,27.5,Cu1O8N9H1,317.92434
317.92688,27.5,Cu1O9N6C2H3,317.9257
317.92688,27.5,Cu1O10N3C4H5,317.92706
317.92853,18.6,Cu1O6N7C5H1,317.92838
317.92853,18.6,Cu1O8N9H1,317.92434
317.92853,18.6,Cu1O9N6C2H3,317.9257
317.92853,18.6,Cu1O10N3C4H5,317.92706
317.96814,16.7,Cu1O4N10C4H3,317.96343
318.83239,277.5,Cu2O8N2C3H1,318.83245
318.83239,277.5,Cu2O11N1H3,318.82977
318.86304,20.9,Cu2O3N6C5H1,318.87018
318.86304,20.9,Cu2O5N8H1,318.86614
318.86304,20.9,Cu2O6N5C2H3,318.8675
318.86304,20.9,Cu2O7N2C4H5,318.86886
318.87973,20.0,Cu1O11N4C2,318.88589
318.87973,20.0,Cu1O12N2C3,318.87466
318.87973,20.0,Cu2O2N8C4H1,318.88141
318.87973,20.0,Cu2O5N7C1H3,318.87873
318.87973,20.0,Cu2O6N4C3H5,318.88009
318.95047,9.6,Cu1O5N9C4H2,318.94744
318.95047,9.6,Cu1O7N10H4,318.95599
318.96829,22.0,Cu1O4N10C4H4,318.97126
318.97232,15.3,Cu1O4N10C4H4,318.97126
319.80667,16.9,Cu2O12H2,319.81378
319.83743,26.4,Cu2O7N5C1,319.83892
319.83743,26.4,Cu2O8N2C3H2,319.84028
319.83743,26.4,Cu2O11N1H4,319.8376
319.96765,28.3,Cu1O5N8C5H5,319.96786
319.96765,28.3,Cu1O7N10H5,319.96382
319.9736,23.9,Cu1O4N10C4H5,319.97909
320.84448,25.2,Cu2O7N5C1H1,320.84675
320.84448,25.2,Cu2O8N2C3H3,320.84811
320.84448,25.2,Cu2O11N1H5,320.84543
320.87564,18.6,Cu1O12N3C2,320.87773
320.87564,18.6,Cu2O3N7C4H1,320.87325
320.87564,18.6,Cu2O5N8H3,320.8818
320.87564,18.6,Cu2O6N6C1H3,320.87057
320.87564,18.6,Cu2O7N3C3H5,320.87193
320.90076,25.0,Cu1O8N5C5,320.90423
320.90076,25.0,Cu1O10N7,320.90019
320.90076,25.0,Cu1O11N4C2H2,320.90155
320.90076,25.0,Cu1O12N1C4H4,320.90291
320.90076,25.0,Cu2O2N8C4H3,320.89707
320.90076,25.0,Cu2O4N9H5,320.90562
320.96783,24.7,Cu1O5N9C4H4,320.9631
321.85861,29.0,Cu2O4N6C4,321.85726
321.85861,29.0,Cu2O6N7H2,321.86581
321.85861,29.0,Cu2O7N5C1H2,321.85458
321.85861,29.0,Cu2O8N2C3H4,321.85594
321.88028,22.1,Cu1O12N3C2H1,321.88556
321.88028,22.1,Cu2O2N10C2,321.87972
321.88028,22.1,Cu2O3N7C4H2,321.88108
321.88028,22.1,Cu2O6N6C1H4,321.8784
321.92212,18.0,Cu1O7N7C4H1,321.92329
321.92212,18.0,Cu1O10N6C1H3,321.92061
321.92212,18.0,Cu1O11N3C3H5,321.92197
321.95471,42.2,Cu1O5N10C3H3,321.95834
321.95471,42.2,Cu1O6N7C5H5,321.9597
321.95471,42.2,Cu1O8N9H5,321.95566
321.95825,23.2,Cu1O5N10C3H3,321.95834
321.95825,23.2,Cu1O6N7C5H5,321.9597
321.95825,23.2,Cu1O8N9H5,321.95566
322.89103,132.7,Cu1O9N4C5,322.89607
322.89103,132.7,Cu1O11N6,322.89203
322.89103,132.7,Cu1O12N3C2H2,322.89339
322.89103,132.7,Cu2O2N10C2H1,322.88755
322.89103,132.7,Cu2O3N7C4H3,322.88891
322.89103,132.7,Cu2O5N8H5,322.89746
322.89103,132.7,Cu2O6N6C1H5,322.88623
322.90787,10.0,Cu1O8N6C4,322.9073
322.90787,10.0,Cu1O11N5C1H2,322.90462
322.90787,10.0,Cu1O12N2C3H4,322.90598
322.90787,10.0,Cu2O2N8C4H5,322.91273
322.92569,24.2,Cu1O6N10C2,322.92976
322.92569,24.2,Cu1O7N7C4H2,322.93112
322.92569,24.2,Cu1O10N6C1H4,322.92844
322.92569,24.2,Cu2O1N10C3H5,322.92396
322.93198,20.5,Cu1O6N10C2,322.92976
322.93198,20.5,Cu1O7N7C4H2,322.93112
322.93198,20.5,Cu1O10N6C1H4,322.92844
322.96027,31.3,Cu1O5N10C3H4,322.96617
322.96027,31.3,Cu1O6N8C4H4,322.95494
323.82735,2768.1,Cu2O8N5,323.83383
323.82735,2768.1,Cu2O9N3C1,323.8226
323.86926,414.5,Cu2O3N9C2,323.87156
323.86926,414.5,Cu2O4N6C4H2,323.87292
323.86926,414.5,Cu2O7N5C1H4,323.87024
323.88736,8.2,Cu1O12N4C1H1,323.88863
323.88736,8.2,Cu1O13N1C3H3,323.88999
323.88736,8.2,Cu1O16H5,323.88731
323.88736,8.2,Cu2O3N8C3H2,323.88415
323.88736,8.2,Cu2O4N5C5H4,323.88551
323.94031,18.8,Cu1O6N10C2H1,323.93759
323.94031,18.8,Cu1O7N7C4H3,323.93895
323.94031,18.8,Cu1O9N8H5,323.9475
323.94031,18.8,Cu1O10N6C1H5,323.93627
323.95978,21.6,Cu1O6N8C4H5,323.96277
323.96244,96.1,Cu1O6N8C4H5,323.96277
323.97195,17.9,Cu1O5N10C3H5,323.974
324.81351,22.9,Cu2O10N1C2H1,324.8192
324.90088,27.3,Cu1O9N5C4,324.89914
324.90088,27.3,Cu1O11N6H2,324.90769
324.90088,27.3,Cu1O12N4C1H2,324.89646
324.90088,27.3,Cu1O13N1C3H4,324.89782
324.90088,27.3,Cu2O2N10C2H3,324.90321
324.90088,27.3,Cu2O3N7C4H5,324.90457
324.91443,19.0,Cu1O7N9C2,324.9216
324.91443,19.0,Cu1O8N7C3,324.91037
324.91443,19.0,Cu1O9N4C5H2,324.91173
324.91443,19.0,Cu1O11N5C1H4,324.92028
324.91443,19.0,Cu1O12N3C2H4,324.90905
324.91443,19.0,Cu2O2N9C3H5,324.9158
325.86539,22.9,Cu1O14N1C2H1,325.86924
325.86539,22.9,Cu2O4N8C2,325.8634
325.86539,22.9,Cu2O5N5C4H2,325.86476
325.86539,22.9,Cu2O8N4C1H4,325.86208
326.82013,22.7,Cu2O10N2C1H1,326.82227
326.87781,21.8,Cu1O11N2C5,326.87975
326.87781,21.8,Cu1O13N4,326.87571
326.87781,21.8,Cu1O14N1C2H2,326.87707
326.87781,21.8,Cu2O3N10C1H1,326.88246
326.87781,21.8,Cu2O4N7C3H3,326.88382
326.87781,21.8,Cu2O5N4C5H5,326.88518
326.87781,21.8,Cu2O5N5C4H3,326.87259
326.87781,21.8,Cu2O7N6H5,326.88114
326.91156,9.6,Cu1O8N8C2,326.91344
326.91156,9.6,Cu1O9N5C4H2,326.9148
326.91156,9.6,Cu1O12N4C1H4,326.91212
326.91156,9.6,Cu2O2N10C2H5,326.91887
326.91156,9.6,Cu2O3N8C3H5,326.90764
326.92258,21.9,Cu1O7N10C1,326.92467
326.92258,21.9,Cu1O8N7C3H2,326.92603
326.92258,21.9,Cu1O9N4C5H4,326.92739
326.92258,21.9,Cu1O11N6H4,326.92335
326.92258,21.9,Cu2O2N10C2H5,326.91887
327.83231,16.1,Cu2O7N3C4,327.83278
327.83231,16.1,Cu2O10N2C1H2,327.8301
327.89624,20.5,Cu1O10N4C4H1,327.89881
327.89624,20.5,Cu1O13N3C1H3,327.89613
327.89624,20.5,Cu2O3N9C2H4,327.90288
327.89624,20.5,Cu2O4N7C3H4,327.89165
327.90369,18.9,Cu1O9N6C3H1,327.91004
327.90369,18.9,Cu1O10N4C4H1,327.89881
327.90369,18.9,Cu1O12N5H3,327.90736
327.90369,18.9,Cu1O13N2C2H5,327.90872
327.90369,18.9,Cu2O3N9C2H4,327.90288
327.91245,24.1,Cu1O9N6C3H1,327.91004
327.91245,24.1,Cu1O10N3C5H3,327.9114
327.91245,24.1,Cu1O12N4C1H5,327.91995
327.91245,24.1,Cu1O12N5H3,327.90736
327.91245,24.1,Cu1O13N2C2H5,327.90872
327.95972,38.4,Cu1O7N8C3H5,327.95768
328.86069,16.0,Cu1O14N3,328.86755
328.86069,16.0,Cu1O15N1C1,328.85632
328.86069,16.0,Cu2O5N7C2H1,328.86307
328.86069,16.0,Cu2O6N4C4H3,328.86443
328.86069,16.0,Cu2O9N3C1H5,328.86175
328.8623,20.8,Cu1O14N3,328.86755
328.8623,20.8,Cu2O5N7C2H1,328.86307
328.8623,20.8,Cu2O6N4C4H3,328.86443
328.8623,20.8,Cu2O9N3C1H5,328.86175
328.87424,22.3,Cu1O12N1C5,328.87159
328.87424,22.3,Cu1O14N2C1H2,328.88014
328.87424,22.3,Cu2O4N9C1H1,328.8743
328.87424,22.3,Cu2O5N6C3H3,328.87566
328.87424,22.3,Cu2O6N3C5H5,328.87702
328.87424,22.3,Cu2O8N5H5,328.87298
328.88199,16.0,Cu1O11N3C4,328.88282
328.88199,16.0,Cu1O14N2C1H2,328.88014
328.88199,16.0,Cu2O1N9C5H1,328.88957
328.88199,16.0,Cu2O4N8C2H3,328.88689
328.88199,16.0,Cu2O5N5C4H5,328.88825
328.88199,16.0,Cu2O6N3C5H5,328.87702
328.92035,22.0,Cu1O8N9C1,328.91651
328.92035,22.0,Cu1O9N6C3H2,328.91787
328.92035,22.0,Cu1O10N3C5H4,328.91923
328.92035,22.0,Cu1O12N5H4,328.91519
328.92341,45.0,Cu1O8N8C2H2,328.9291
328.92341,45.0,Cu1O9N5C4H4,328.93046
328.92341,45.0,Cu1O10N3C5H4,328.91923
328.95306,31.8,Cu1O4N10C5H2,328.9556
328.95306,31.8,Cu1O7N9C2H4,328.95292
329.80978,10.6,Cu2O11N2,329.80935
329.82513,22.9,Cu2O8N2C4,329.82462
329.82513,22.9,Cu2O11N1C1H2,329.82194
329.82867,21.4,Cu2O7N4C3,329.83585
329.82867,21.4,Cu2O8N2C4,329.82462
329.82867,21.4,Cu2O10N3H2,329.83317
329.8783,21.8,Cu1O12N1C5H1,329.87942
329.8783,21.8,Cu1O14N3H1,329.87538
329.8783,21.8,Cu2O1N10C4,329.88481
329.8783,21.8,Cu2O2N8C5,329.87358
